reciept_no,tran_date,fund_code,fund_subcode,customer_id,amount,fund_name,fund_subname,customer_type,gender,birthday,age,flag_member,YYYY
620004535,2019-5-17,20,560000008,P0015,1000,กองทุนบริจาคเพื่อหน่วยงาน,กองทุนหมุนเวียนเพื่อผู้ป่วยเอดส์,บุคคลธรรมดา,หญิง,1967-04-05,56,yes,2019
630001503,2019-11-29,20,560000008,P0015,500,กองทุนบริจาคเพื่อหน่วยงาน,กองทุนหมุนเวียนเพื่อผู้ป่วยเอดส์,บุคคลธรรมดา,หญิง,1967-04-05,56,yes,2019
630010566,2020-4-16,10,630000002,P0016,3000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,ชาย,1958-06-30,65,yes,2020
650000512,2021-10-16,10,630000002,P0016,8000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,ชาย,1958-06-30,65,yes,2021
650003422,2021-12-25,10,10,P0016,10000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,1958-06-30,65,yes,2021
640012475,2021-6-26,10,630000002,P0016,2000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,ชาย,1958-06-30,65,yes,2021
660002230,2022-12-13,10,650000011,P0016,2000,กองทุนบริจาคเพื่อการดำเนินงาน,กองทุนครบรอบ 36 ปีแห่งการสถาปนา รพธ.(เพื่ออุปกรณ์การแพทย์),บุคคลธรรมดา,ชาย,1958-06-30,65,yes,2022
650008577,2022-6-17,10,10,P0016,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,1958-06-30,65,yes,2022
660006901,2023-4-21,10,10,P0016,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,1958-06-30,65,yes,2023
640014424,2021-7-15,10,630000002,P0017,4000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,ชาย,1977-10-21,46,yes,2021
640014425,2021-7-15,10,50,P0017,2000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,ชาย,1977-10-21,46,yes,2021
640021560,2021-9-6,10,50,P0017,5000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,ชาย,1977-10-21,46,yes,2021
650000764,2021-10-26,10,50,P0017,2000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,ชาย,1977-10-21,46,yes,2021
650000765,2021-10-26,20,630000006,P0017,2500,กองทุนบริจาคเพื่อหน่วยงาน,กองทุนเพื่อผู้ป่วยข้อเข่าข้อสะโพกยากไร้,บุคคลธรรมดา,ชาย,1977-10-21,46,yes,2021
650002317,2021-12-1,10,10,P0017,2000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,1977-10-21,46,yes,2021
650002318,2021-12-1,10,50,P0017,2000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,ชาย,1977-10-21,46,yes,2021
650003236,2021-12-23,10,50,P0017,3000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,ชาย,1977-10-21,46,yes,2021
640008902,2021-5-15,10,50,P0017,9000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,ชาย,1977-10-21,46,yes,2021
640008969,2021-5-17,10,10,P0017,3000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,1977-10-21,46,yes,2021
640008970,2021-5-17,10,560000188,P0017,2000,กองทุนบริจาคเพื่อการดำเนินงาน,กองทุน พระภิกษุอาพาธโรงพยาบาลธรรมศาสตร์เฉลิมพระเกียรติ,บุคคลธรรมดา,ชาย,1977-10-21,46,yes,2021
640010056,2021-5-25,10,10,P0017,3000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,1977-10-21,46,yes,2021
640009475,2021-5-20,20,80,P0017,2000,กองทุนบริจาคเพื่อหน่วยงาน,เพื่อซื้อโลหิต,บุคคลธรรมดา,ชาย,1977-10-21,46,yes,2021
640009476,2021-5-20,20,570000012,P0017,2000,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน เพื่อผู้ป่วยโรคหัวใจ รพ.ธ.,บุคคลธรรมดา,ชาย,1977-10-21,46,yes,2021
650001425,2021-11-9,10,10,P0017,4000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,1977-10-21,46,yes,2021
650001426,2021-11-9,10,50,P0017,2000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,ชาย,1977-10-21,46,yes,2021
640010611,2021-6-1,10,50,P0017,2000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,ชาย,1977-10-21,46,yes,2021
640011171,2021-6-8,10,10,P0017,2000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,1977-10-21,46,yes,2021
640012599,2021-6-29,10,50,P0017,2000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,ชาย,1977-10-21,46,yes,2021
640012600,2021-6-29,10,630000002,P0017,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,ชาย,1977-10-21,46,yes,2021
640010612,2021-6-1,20,560000298,P0017,1000,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน หมุนเวียนเพื่อผู้ป่วยเด็ก,บุคคลธรรมดา,ชาย,1977-10-21,46,yes,2021
640010613,2021-6-1,20,560000008,P0017,1000,กองทุนบริจาคเพื่อหน่วยงาน,กองทุนหมุนเวียนเพื่อผู้ป่วยเอดส์,บุคคลธรรมดา,ชาย,1977-10-21,46,yes,2021
